gameId,seed,gridSize,mode,domainPairing,split,puzzleIndex,anchor_id,anchor_domain,anchor_class,anchor_url,noGood,selectedPosition,selected_id,selected_domain,selected_class,selected_url,durationMs,reviewFlag,playerNote,options,selection_rank,n_selections,picked_at
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,11,photo/house/0104,photo,house,./pacs/photo/house/0104.jpg,false,9,photo/house/0175,photo,house,./pacs/photo/house/0175.jpg,23565,false,,1:photo/house/0067|2:photo/house/0030|3:photo/house/0077|4:photo/house/0226|5:photo/house/0106|6:photo/house/0063|7:photo/house/0259|8:photo/house/0197|9:photo/house/0175,1,1,2026-08-25T18:41:37.790Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,12,photo/person/0408,photo,person,./pacs/photo/person/0408.jpg,false,3,photo/person/0108,photo,person,./pacs/photo/person/0108.jpg,11350,false,,1:photo/person/0332|2:photo/person/0131|3:photo/person/0108|4:photo/person/0135|5:photo/person/0244|6:photo/person/0346|7:photo/person/0100|8:photo/person/0204|9:photo/person/0095,1,1,2026-08-25T18:41:46.747Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,13,photo/person/0111,photo,person,./pacs/photo/person/0111.jpg,false,7,photo/person/0275,photo,person,./pacs/photo/person/0275.jpg,22757,false,,1:photo/person/0064|2:photo/person/0289|3:photo/person/0125|4:photo/person/0282|5:photo/person/0150|6:photo/person/0066|7:photo/person/0275|8:photo/person/0026|9:photo/person/0049,1,1,2026-08-25T18:42:12.384Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,14,photo/dog/0158,photo,dog,./pacs/photo/dog/0158.jpg,false,6,photo/dog/0109,photo,dog,./pacs/photo/dog/0109.jpg,13136,false,,1:photo/dog/0138|2:photo/dog/0052|3:photo/dog/0104|4:photo/dog/0140|5:photo/dog/0141|6:photo/dog/0109|7:photo/dog/0081|8:photo/dog/0041|9:photo/dog/0142,1,3,2026-08-25T18:42:21.777Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,14,photo/dog/0158,photo,dog,./pacs/photo/dog/0158.jpg,false,9,photo/dog/0142,photo,dog,./pacs/photo/dog/0142.jpg,13136,false,,1:photo/dog/0138|2:photo/dog/0052|3:photo/dog/0104|4:photo/dog/0140|5:photo/dog/0141|6:photo/dog/0109|7:photo/dog/0081|8:photo/dog/0041|9:photo/dog/0142,2,3,2026-08-25T18:42:23.877Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,14,photo/dog/0158,photo,dog,./pacs/photo/dog/0158.jpg,false,2,photo/dog/0052,photo,dog,./pacs/photo/dog/0052.jpg,13136,false,,1:photo/dog/0138|2:photo/dog/0052|3:photo/dog/0104|4:photo/dog/0140|5:photo/dog/0141|6:photo/dog/0109|7:photo/dog/0081|8:photo/dog/0041|9:photo/dog/0142,3,3,2026-08-25T18:42:25.480Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,15,cartoon/person/0098,cartoon,person,./pacs/cartoon/person/0098.jpg,false,1,cartoon/person/0348,cartoon,person,./pacs/cartoon/person/0348.jpg,25276,false,,1:cartoon/person/0348|2:cartoon/person/0206|3:cartoon/person/0285|4:cartoon/person/0150|5:cartoon/person/0266|6:cartoon/person/0337|7:cartoon/person/0332|8:cartoon/person/0263|9:cartoon/person/0199,1,3,2026-08-25T18:42:33.507Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,15,cartoon/person/0098,cartoon,person,./pacs/cartoon/person/0098.jpg,false,6,cartoon/person/0337,cartoon,person,./pacs/cartoon/person/0337.jpg,25276,false,,1:cartoon/person/0348|2:cartoon/person/0206|3:cartoon/person/0285|4:cartoon/person/0150|5:cartoon/person/0266|6:cartoon/person/0337|7:cartoon/person/0332|8:cartoon/person/0263|9:cartoon/person/0199,2,3,2026-08-25T18:42:35.170Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,15,cartoon/person/0098,cartoon,person,./pacs/cartoon/person/0098.jpg,false,3,cartoon/person/0285,cartoon,person,./pacs/cartoon/person/0285.jpg,25276,false,,1:cartoon/person/0348|2:cartoon/person/0206|3:cartoon/person/0285|4:cartoon/person/0150|5:cartoon/person/0266|6:cartoon/person/0337|7:cartoon/person/0332|8:cartoon/person/0263|9:cartoon/person/0199,3,3,2026-08-25T18:42:45.214Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,16,sketch/horse/0729,sketch,horse,./pacs/sketch/horse/0729.jpg,false,8,sketch/horse/0083,sketch,horse,./pacs/sketch/horse/0083.jpg,11441,false,,1:sketch/horse/0417|2:sketch/horse/0664|3:sketch/horse/0464|4:sketch/horse/0648|5:sketch/horse/0577|6:sketch/horse/0175|7:sketch/horse/0022|8:sketch/horse/0083|9:sketch/horse/0443,1,1,2026-08-25T18:42:59.804Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,17,art_painting/dog/0277,art_painting,dog,./pacs/art_painting/dog/0277.jpg,false,3,art_painting/dog/0218,art_painting,dog,./pacs/art_painting/dog/0218.jpg,6425,false,,1:art_painting/dog/0272|2:art_painting/dog/0338|3:art_painting/dog/0218|4:art_painting/dog/0212|5:art_painting/dog/0180|6:art_painting/dog/0242|7:art_painting/dog/0283|8:art_painting/dog/0206|9:art_painting/dog/0355,1,1,2026-08-25T18:43:08.719Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,18,art_painting/person/0066,art_painting,person,./pacs/art_painting/person/0066.jpg,false,7,art_painting/person/0158,art_painting,person,./pacs/art_painting/person/0158.jpg,25129,false,,1:art_painting/person/0438|2:art_painting/person/0290|3:art_painting/person/0291|4:art_painting/person/0372|5:art_painting/person/0263|6:art_painting/person/0371|7:art_painting/person/0158|8:art_painting/person/0210|9:art_painting/person/0297,1,2,2026-08-25T18:43:20.572Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,18,art_painting/person/0066,art_painting,person,./pacs/art_painting/person/0066.jpg,false,2,art_painting/person/0290,art_painting,person,./pacs/art_painting/person/0290.jpg,25129,false,,1:art_painting/person/0438|2:art_painting/person/0290|3:art_painting/person/0291|4:art_painting/person/0372|5:art_painting/person/0263|6:art_painting/person/0371|7:art_painting/person/0158|8:art_painting/person/0210|9:art_painting/person/0297,2,2,2026-08-25T18:43:34.694Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,19,photo/person/0107,photo,person,./pacs/photo/person/0107.jpg,false,2,photo/person/0399,photo,person,./pacs/photo/person/0399.jpg,22720,false,,1:photo/person/0214|2:photo/person/0399|3:photo/person/0023|4:photo/person/0354|5:photo/person/0005|6:photo/person/0257|7:photo/person/0158|8:photo/person/0390|9:photo/person/0141,1,1,2026-08-25T18:43:56.347Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,20,photo/house/0077,photo,house,./pacs/photo/house/0077.jpg,false,8,photo/house/0242,photo,house,./pacs/photo/house/0242.jpg,5930,false,,1:photo/house/0012|2:photo/house/0253|3:photo/house/0110|4:photo/house/0239|5:photo/house/0102|6:photo/house/0266|7:photo/house/0024|8:photo/house/0242|9:photo/house/0142,1,1,2026-08-25T18:44:01.978Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,21,sketch/elephant/0335,sketch,elephant,./pacs/sketch/elephant/0335.jpg,false,5,sketch/elephant/0259,sketch,elephant,./pacs/sketch/elephant/0259.jpg,19097,false,,1:sketch/elephant/0282|2:sketch/elephant/0685|3:sketch/elephant/0322|4:sketch/elephant/0011|5:sketch/elephant/0259|6:sketch/elephant/0649|7:sketch/elephant/0470|8:sketch/elephant/0304|9:sketch/elephant/0157,1,2,2026-08-25T18:44:15.847Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,21,sketch/elephant/0335,sketch,elephant,./pacs/sketch/elephant/0335.jpg,false,8,sketch/elephant/0304,sketch,elephant,./pacs/sketch/elephant/0304.jpg,19097,false,,1:sketch/elephant/0282|2:sketch/elephant/0685|3:sketch/elephant/0322|4:sketch/elephant/0011|5:sketch/elephant/0259|6:sketch/elephant/0649|7:sketch/elephant/0470|8:sketch/elephant/0304|9:sketch/elephant/0157,2,2,2026-08-25T18:44:22.247Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,22,art_painting/person/0440,art_painting,person,./pacs/art_painting/person/0440.jpg,false,5,art_painting/person/0023,art_painting,person,./pacs/art_painting/person/0023.jpg,16038,false,,1:art_painting/person/0432|2:art_painting/person/0343|3:art_painting/person/0138|4:art_painting/person/0204|5:art_painting/person/0023|6:art_painting/person/0005|7:art_painting/person/0219|8:art_painting/person/0402|9:art_painting/person/0373,1,1,2026-08-25T18:44:36.054Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,23,photo/guitar/0135,photo,guitar,./pacs/photo/guitar/0135.jpg,false,8,photo/guitar/0085,photo,guitar,./pacs/photo/guitar/0085.jpg,11396,false,,1:photo/guitar/0097|2:photo/guitar/0163|3:photo/guitar/0056|4:photo/guitar/0121|5:photo/guitar/0171|6:photo/guitar/0025|7:photo/guitar/0005|8:photo/guitar/0085|9:photo/guitar/0021,1,2,2026-08-25T18:44:49.592Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,23,photo/guitar/0135,photo,guitar,./pacs/photo/guitar/0135.jpg,false,6,photo/guitar/0025,photo,guitar,./pacs/photo/guitar/0025.jpg,11396,false,,1:photo/guitar/0097|2:photo/guitar/0163|3:photo/guitar/0056|4:photo/guitar/0121|5:photo/guitar/0171|6:photo/guitar/0025|7:photo/guitar/0005|8:photo/guitar/0085|9:photo/guitar/0021,2,2,2026-08-25T18:44:50.017Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,24,sketch/guitar/0089,sketch,guitar,./pacs/sketch/guitar/0089.jpg,false,5,sketch/guitar/0296,sketch,guitar,./pacs/sketch/guitar/0296.jpg,11366,false,,1:sketch/guitar/0207|2:sketch/guitar/0473|3:sketch/guitar/0183|4:sketch/guitar/0148|5:sketch/guitar/0296|6:sketch/guitar/0474|7:sketch/guitar/0583|8:sketch/guitar/0021|9:sketch/guitar/0019,1,2,2026-08-25T18:44:57.127Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,24,sketch/guitar/0089,sketch,guitar,./pacs/sketch/guitar/0089.jpg,false,9,sketch/guitar/0019,sketch,guitar,./pacs/sketch/guitar/0019.jpg,11366,false,,1:sketch/guitar/0207|2:sketch/guitar/0473|3:sketch/guitar/0183|4:sketch/guitar/0148|5:sketch/guitar/0296|6:sketch/guitar/0474|7:sketch/guitar/0583|8:sketch/guitar/0021|9:sketch/guitar/0019,2,2,2026-08-25T18:45:02.269Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,25,photo/guitar/0033,photo,guitar,./pacs/photo/guitar/0033.jpg,false,3,photo/guitar/0051,photo,guitar,./pacs/photo/guitar/0051.jpg,11918,false,,1:photo/guitar/0003|2:photo/guitar/0104|3:photo/guitar/0051|4:photo/guitar/0137|5:photo/guitar/0045|6:photo/guitar/0156|7:photo/guitar/0034|8:photo/guitar/0044|9:photo/guitar/0134,1,2,2026-08-25T18:45:10.138Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,25,photo/guitar/0033,photo,guitar,./pacs/photo/guitar/0033.jpg,false,2,photo/guitar/0104,photo,guitar,./pacs/photo/guitar/0104.jpg,11918,false,,1:photo/guitar/0003|2:photo/guitar/0104|3:photo/guitar/0051|4:photo/guitar/0137|5:photo/guitar/0045|6:photo/guitar/0156|7:photo/guitar/0034|8:photo/guitar/0044|9:photo/guitar/0134,2,2,2026-08-25T18:45:11.130Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,26,sketch/elephant/0694,sketch,elephant,./pacs/sketch/elephant/0694.jpg,true,0,,,,,32269,false,,1:sketch/elephant/0609|2:sketch/elephant/0577|3:sketch/elephant/0421|4:sketch/elephant/0175|5:sketch/elephant/0636|6:sketch/elephant/0440|7:sketch/elephant/0726|8:sketch/elephant/0492|9:sketch/elephant/0340,0,0,
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,27,photo/house/0225,photo,house,./pacs/photo/house/0225.jpg,false,4,photo/house/0230,photo,house,./pacs/photo/house/0230.jpg,56126,false,,1:photo/house/0254|2:photo/house/0244|3:photo/house/0086|4:photo/house/0230|5:photo/house/0191|6:photo/house/0042|7:photo/house/0062|8:photo/house/0021|9:photo/house/0221,1,1,2026-08-25T18:46:40.801Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,28,art_painting/person/0414,art_painting,person,./pacs/art_painting/person/0414.jpg,false,7,art_painting/person/0022,art_painting,person,./pacs/art_painting/person/0022.jpg,11233,false,,1:art_painting/person/0083|2:art_painting/person/0221|3:art_painting/person/0130|4:art_painting/person/0113|5:art_painting/person/0440|6:art_painting/person/0153|7:art_painting/person/0022|8:art_painting/person/0266|9:art_painting/person/0164,1,2,2026-08-25T18:46:47.869Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,28,art_painting/person/0414,art_painting,person,./pacs/art_painting/person/0414.jpg,false,3,art_painting/person/0130,art_painting,person,./pacs/art_painting/person/0130.jpg,11233,false,,1:art_painting/person/0083|2:art_painting/person/0221|3:art_painting/person/0130|4:art_painting/person/0113|5:art_painting/person/0440|6:art_painting/person/0153|7:art_painting/person/0022|8:art_painting/person/0266|9:art_painting/person/0164,2,2,2026-08-25T18:46:51.358Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,29,sketch/dog/0065,sketch,dog,./pacs/sketch/dog/0065.jpg,false,4,sketch/dog/0195,sketch,dog,./pacs/sketch/dog/0195.jpg,23440,false,,1:sketch/dog/0224|2:sketch/dog/0220|3:sketch/dog/0732|4:sketch/dog/0195|5:sketch/dog/0754|6:sketch/dog/0485|7:sketch/dog/0751|8:sketch/dog/0340|9:sketch/dog/0066,1,1,2026-08-25T18:47:04.688Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,30,photo/house/0050,photo,house,./pacs/photo/house/0050.jpg,false,9,photo/house/0224,photo,house,./pacs/photo/house/0224.jpg,34520,false,,1:photo/house/0207|2:photo/house/0190|3:photo/house/0189|4:photo/house/0196|5:photo/house/0121|6:photo/house/0047|7:photo/house/0087|8:photo/house/0075|9:photo/house/0224,1,2,2026-08-25T18:47:49.086Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,30,photo/house/0050,photo,house,./pacs/photo/house/0050.jpg,false,3,photo/house/0189,photo,house,./pacs/photo/house/0189.jpg,34520,false,,1:photo/house/0207|2:photo/house/0190|3:photo/house/0189|4:photo/house/0196|5:photo/house/0121|6:photo/house/0047|7:photo/house/0087|8:photo/house/0075|9:photo/house/0224,2,2,2026-08-25T18:47:51.301Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,31,photo/person/0132,photo,person,./pacs/photo/person/0132.jpg,false,6,photo/person/0369,photo,person,./pacs/photo/person/0369.jpg,14121,false,,1:photo/person/0133|2:photo/person/0193|3:photo/person/0036|4:photo/person/0110|5:photo/person/0370|6:photo/person/0369|7:photo/person/0107|8:photo/person/0248|9:photo/person/0013,1,1,2026-08-25T18:48:05.930Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,32,art_painting/giraffe/0207,art_painting,giraffe,./pacs/art_painting/giraffe/0207.jpg,false,8,art_painting/giraffe/0218,art_painting,giraffe,./pacs/art_painting/giraffe/0218.jpg,11302,false,,1:art_painting/giraffe/0267|2:art_painting/giraffe/0181|3:art_painting/giraffe/0113|4:art_painting/giraffe/0114|5:art_painting/giraffe/0032|6:art_painting/giraffe/0200|7:art_painting/giraffe/0104|8:art_painting/giraffe/0218|9:art_painting/giraffe/0009,1,1,2026-08-25T18:48:16.040Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,33,photo/person/0362,photo,person,./pacs/photo/person/0362.jpg,false,4,photo/person/0296,photo,person,./pacs/photo/person/0296.jpg,12154,false,,1:photo/person/0055|2:photo/person/0426|3:photo/person/0239|4:photo/person/0296|5:photo/person/0005|6:photo/person/0315|7:photo/person/0217|8:photo/person/0401|9:photo/person/0008,1,2,2026-08-25T18:48:20.769Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,33,photo/person/0362,photo,person,./pacs/photo/person/0362.jpg,false,6,photo/person/0315,photo,person,./pacs/photo/person/0315.jpg,12154,false,,1:photo/person/0055|2:photo/person/0426|3:photo/person/0239|4:photo/person/0296|5:photo/person/0005|6:photo/person/0315|7:photo/person/0217|8:photo/person/0401|9:photo/person/0008,2,2,2026-08-25T18:48:29.529Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,34,art_painting/house/0119,art_painting,house,./pacs/art_painting/house/0119.jpg,false,7,art_painting/house/0230,art_painting,house,./pacs/art_painting/house/0230.jpg,8595,false,,1:art_painting/house/0235|2:art_painting/house/0279|3:art_painting/house/0058|4:art_painting/house/0191|5:art_painting/house/0055|6:art_painting/house/0186|7:art_painting/house/0230|8:art_painting/house/0262|9:art_painting/house/0158,1,1,2026-08-25T18:48:35.836Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,35,sketch/guitar/0043,sketch,guitar,./pacs/sketch/guitar/0043.jpg,false,3,sketch/guitar/0268,sketch,guitar,./pacs/sketch/guitar/0268.jpg,15404,false,,1:sketch/guitar/0196|2:sketch/guitar/0448|3:sketch/guitar/0268|4:sketch/guitar/0377|5:sketch/guitar/0484|6:sketch/guitar/0516|7:sketch/guitar/0153|8:sketch/guitar/0201|9:sketch/guitar/0023,1,1,2026-08-25T18:48:50.617Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,36,sketch/horse/0198,sketch,horse,./pacs/sketch/horse/0198.jpg,false,7,sketch/horse/0335,sketch,horse,./pacs/sketch/horse/0335.jpg,7701,false,,1:sketch/horse/0192|2:sketch/horse/0720|3:sketch/horse/0781|4:sketch/horse/0736|5:sketch/horse/0806|6:sketch/horse/0285|7:sketch/horse/0335|8:sketch/horse/0104|9:sketch/horse/0602,1,1,2026-08-25T18:49:01.627Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,37,cartoon/house/0201,cartoon,house,./pacs/cartoon/house/0201.jpg,false,9,cartoon/house/0230,cartoon,house,./pacs/cartoon/house/0230.jpg,14257,false,,1:cartoon/house/0150|2:cartoon/house/0223|3:cartoon/house/0011|4:cartoon/house/0212|5:cartoon/house/0190|6:cartoon/house/0207|7:cartoon/house/0250|8:cartoon/house/0062|9:cartoon/house/0230,1,1,2026-08-25T18:49:12.868Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,38,photo/elephant/0053,photo,elephant,./pacs/photo/elephant/0053.jpg,false,5,photo/elephant/0060,photo,elephant,./pacs/photo/elephant/0060.jpg,8729,false,,1:photo/elephant/0045|2:photo/elephant/0080|3:photo/elephant/0081|4:photo/elephant/0040|5:photo/elephant/0060|6:photo/elephant/0111|7:photo/elephant/0165|8:photo/elephant/0187|9:photo/elephant/0004,1,1,2026-08-25T18:49:25.064Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,39,cartoon/elephant/0306,cartoon,elephant,./pacs/cartoon/elephant/0306.jpg,false,7,cartoon/elephant/0290,cartoon,elephant,./pacs/cartoon/elephant/0290.jpg,11048,false,,1:cartoon/elephant/0065|2:cartoon/elephant/0166|3:cartoon/elephant/0068|4:cartoon/elephant/0003|5:cartoon/elephant/0137|6:cartoon/elephant/0315|7:cartoon/elephant/0290|8:cartoon/elephant/0083|9:cartoon/elephant/0234,1,1,2026-08-25T18:49:35.047Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,40,photo/dog/0023,photo,dog,./pacs/photo/dog/0023.jpg,false,1,photo/dog/0053,photo,dog,./pacs/photo/dog/0053.jpg,18545,false,,1:photo/dog/0053|2:photo/dog/0088|3:photo/dog/0005|4:photo/dog/0173|5:photo/dog/0170|6:photo/dog/0033|7:photo/dog/0166|8:photo/dog/0171|9:photo/dog/0135,1,1,2026-08-25T18:49:54.745Z
33473b13-3170-498a-956f-32c3b0e63211,3490903131,3,cross_domain,same_domain,train,41,cartoon/elephant/0380,cartoon,elephant,./pacs/cartoon/elephant/0380.jpg,false,6,cartoon/elephant/0285,cartoon,elephant,./pacs/cartoon/elephant/0285.jpg,18640,false,,1:cartoon/elephant/0062|2:cartoon/elephant/0344|3:cartoon/elephant/0000|4:cartoon/elephant/0078|5:cartoon/elephant/0300|6:cartoon/elephant/0285|7:cartoon/elephant/0203|8:cartoon/elephant/0314|9:cartoon/elephant/0293,1,2,2026-08-25T18:50:12.272Z
