gameId,seed,gridSize,mode,domainPairing,split,puzzleIndex,anchor_id,anchor_domain,anchor_class,anchor_url,noGood,selectedPosition,selected_id,selected_domain,selected_class,selected_url,durationMs,reviewFlag,playerNote,options,selection_rank,n_selections,picked_at
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,1,art_painting/horse/0142,art_painting,horse,/pacs/art_painting/horse/0142.jpg,false,1,sketch/horse/0009,sketch,horse,/pacs/sketch/horse/0009.jpg,17466,false,,1:sketch/horse/0009|2:sketch/horse/0072|3:sketch/horse/0804|4:sketch/horse/0560|5:sketch/horse/0433|6:sketch/horse/0353|7:sketch/horse/0776|8:sketch/horse/0683|9:sketch/horse/0420,1,1,2026-07-14T11:51:40.787Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,5,photo/person/0107,photo,person,/pacs/photo/person/0107.jpg,false,2,cartoon/person/0123,cartoon,person,/pacs/cartoon/person/0123.jpg,2569,false,,1:cartoon/person/0301|2:cartoon/person/0123|3:cartoon/person/0211|4:cartoon/person/0365|5:cartoon/person/0352|6:cartoon/person/0115|7:cartoon/person/0196|8:cartoon/person/0170|9:cartoon/person/0112,2,5,2026-07-14T11:51:49.563Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,5,photo/person/0107,photo,person,/pacs/photo/person/0107.jpg,false,3,cartoon/person/0211,cartoon,person,/pacs/cartoon/person/0211.jpg,2569,false,,1:cartoon/person/0301|2:cartoon/person/0123|3:cartoon/person/0211|4:cartoon/person/0365|5:cartoon/person/0352|6:cartoon/person/0115|7:cartoon/person/0196|8:cartoon/person/0170|9:cartoon/person/0112,3,5,2026-07-14T11:51:49.884Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,5,photo/person/0107,photo,person,/pacs/photo/person/0107.jpg,false,6,cartoon/person/0115,cartoon,person,/pacs/cartoon/person/0115.jpg,2569,false,,1:cartoon/person/0301|2:cartoon/person/0123|3:cartoon/person/0211|4:cartoon/person/0365|5:cartoon/person/0352|6:cartoon/person/0115|7:cartoon/person/0196|8:cartoon/person/0170|9:cartoon/person/0112,4,5,2026-07-14T11:51:50.170Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,5,photo/person/0107,photo,person,/pacs/photo/person/0107.jpg,false,5,cartoon/person/0352,cartoon,person,/pacs/cartoon/person/0352.jpg,2569,false,,1:cartoon/person/0301|2:cartoon/person/0123|3:cartoon/person/0211|4:cartoon/person/0365|5:cartoon/person/0352|6:cartoon/person/0115|7:cartoon/person/0196|8:cartoon/person/0170|9:cartoon/person/0112,5,5,2026-07-14T11:51:50.483Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,4,sketch/house/0048,sketch,house,/pacs/sketch/house/0048.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,1,6,2026-07-14T11:51:51.843Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,7,sketch/house/0045,sketch,house,/pacs/sketch/house/0045.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,2,6,2026-07-14T11:51:52.098Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,8,sketch/house/0065,sketch,house,/pacs/sketch/house/0065.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,3,6,2026-07-14T11:51:52.331Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,9,sketch/house/0072,sketch,house,/pacs/sketch/house/0072.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,4,6,2026-07-14T11:51:52.586Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,6,sketch/house/0015,sketch,house,/pacs/sketch/house/0015.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,5,6,2026-07-14T11:51:52.850Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,6,photo/house/0060,photo,house,/pacs/photo/house/0060.jpg,false,2,sketch/house/0019,sketch,house,/pacs/sketch/house/0019.jpg,3803,false,,1:sketch/house/0073|2:sketch/house/0019|3:sketch/house/0025|4:sketch/house/0048|5:sketch/house/0076|6:sketch/house/0015|7:sketch/house/0045|8:sketch/house/0065|9:sketch/house/0072,6,6,2026-07-14T11:51:53.691Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,4,photo/house/0206,photo,house,/pacs/photo/house/0206.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,1,7,2026-07-14T11:51:56.027Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,5,photo/house/0188,photo,house,/pacs/photo/house/0188.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,2,7,2026-07-14T11:51:56.290Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,6,photo/house/0225,photo,house,/pacs/photo/house/0225.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,3,7,2026-07-14T11:51:56.595Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,3,photo/house/0047,photo,house,/pacs/photo/house/0047.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,4,7,2026-07-14T11:51:56.915Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,2,photo/house/0166,photo,house,/pacs/photo/house/0166.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,5,7,2026-07-14T11:51:57.379Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,8,photo/house/0104,photo,house,/pacs/photo/house/0104.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,6,7,2026-07-14T11:51:57.715Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,7,cartoon/house/0266,cartoon,house,/pacs/cartoon/house/0266.jpg,false,9,photo/house/0243,photo,house,/pacs/photo/house/0243.jpg,4062,false,,1:photo/house/0060|2:photo/house/0166|3:photo/house/0047|4:photo/house/0206|5:photo/house/0188|6:photo/house/0225|7:photo/house/0036|8:photo/house/0104|9:photo/house/0243,7,7,2026-07-14T11:51:58.043Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,7,sketch/horse/0214,sketch,horse,/pacs/sketch/horse/0214.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,1,8,2026-07-14T11:51:59.947Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,8,sketch/horse/0806,sketch,horse,/pacs/sketch/horse/0806.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,2,8,2026-07-14T11:52:00.203Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,9,sketch/horse/0670,sketch,horse,/pacs/sketch/horse/0670.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,3,8,2026-07-14T11:52:00.467Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,2,sketch/horse/0743,sketch,horse,/pacs/sketch/horse/0743.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,4,8,2026-07-14T11:52:00.844Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,4,sketch/horse/0107,sketch,horse,/pacs/sketch/horse/0107.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,5,8,2026-07-14T11:52:01.196Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,5,sketch/horse/0136,sketch,horse,/pacs/sketch/horse/0136.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,6,8,2026-07-14T11:52:01.427Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,6,sketch/horse/0392,sketch,horse,/pacs/sketch/horse/0392.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,7,8,2026-07-14T11:52:01.667Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,8,art_painting/horse/0096,art_painting,horse,/pacs/art_painting/horse/0096.jpg,false,1,sketch/horse/0744,sketch,horse,/pacs/sketch/horse/0744.jpg,3679,false,,1:sketch/horse/0744|2:sketch/horse/0743|3:sketch/horse/0018|4:sketch/horse/0107|5:sketch/horse/0136|6:sketch/horse/0392|7:sketch/horse/0214|8:sketch/horse/0806|9:sketch/horse/0670,8,8,2026-07-14T11:52:02.163Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,1,art_painting/guitar/0049,art_painting,guitar,/pacs/art_painting/guitar/0049.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,1,9,2026-07-14T11:52:04.395Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,2,art_painting/guitar/0043,art_painting,guitar,/pacs/art_painting/guitar/0043.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,2,9,2026-07-14T11:52:04.626Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,3,art_painting/guitar/0136,art_painting,guitar,/pacs/art_painting/guitar/0136.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,3,9,2026-07-14T11:52:04.890Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,6,art_painting/guitar/0067,art_painting,guitar,/pacs/art_painting/guitar/0067.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,4,9,2026-07-14T11:52:05.195Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,5,art_painting/guitar/0159,art_painting,guitar,/pacs/art_painting/guitar/0159.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,5,9,2026-07-14T11:52:05.450Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,4,art_painting/guitar/0114,art_painting,guitar,/pacs/art_painting/guitar/0114.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,6,9,2026-07-14T11:52:05.755Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,7,art_painting/guitar/0133,art_painting,guitar,/pacs/art_painting/guitar/0133.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,7,9,2026-07-14T11:52:06.059Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,8,art_painting/guitar/0063,art_painting,guitar,/pacs/art_painting/guitar/0063.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,8,9,2026-07-14T11:52:06.347Z
42628b9b-623e-472a-b043-b01ef8ab102d,398029809,3,cross_domain,random_single,train,9,sketch/guitar/0463,sketch,guitar,/pacs/sketch/guitar/0463.jpg,false,9,art_painting/guitar/0135,art_painting,guitar,/pacs/art_painting/guitar/0135.jpg,4391,false,,1:art_painting/guitar/0049|2:art_painting/guitar/0043|3:art_painting/guitar/0136|4:art_painting/guitar/0114|5:art_painting/guitar/0159|6:art_painting/guitar/0067|7:art_painting/guitar/0133|8:art_painting/guitar/0063|9:art_painting/guitar/0135,9,9,2026-07-14T11:52:06.667Z
